"idProduct","Avg. Sell Price","Low Price","Trend Price","German Pro Low","Suggested Price","Foil Sell","Foil Low","Foil Trend","Low Price Ex+","AVG1","AVG7","AVG30","Foil AVG1","Foil AVG7","Foil AVG30",
23,0.04,0.01,0.06,0.02,0.02,0.15,0.10,0.13,0.01,0.05,0.05,0.06,0.15,0.16,0.23
24,0.27,0.05,0.24,0.22,0.33,0.48,0.14,0.64,0.05,0.24,0.21,0.25,0.48,0.70,0.79
25,0.05,0.01,0.05,0.02,0.01,0.25,0.08,0.16,0.01,0.02,0.06,0.07,0.25,0.20,0.17
26,0.04,0.01,0.31,0.02,0.01,,0.05,0.17,0.01,0.03,0.03,0.10,0.15,0.17,0.12
27,0.09,0.02,0.08,0.06,0.11,0.79,0.10,0.64,0.02,0.10,0.09,0.10,0.79,0.73,0.64
28,0.11,0.01,0.05,0.05,0.02,0.23,0.10,0.35,0.01,0.10,0.11,0.08,0.07,0.34,0.34
29,0.05,0.01,0.04,0.02,0.08,0.41,0.15,0.40,0.01,0.05,0.04,0.07,0.35,0.47,0.30
30,0.07,0.01,0.02,0.04,0.02,0.40,0.10,0.38,0.01,0.02,0.10,0.12,0.40,0.38,0.35
31,0.32,0.03,0.31,0.19,0.39,0.99,1.00,2.01,0.08,0.28,0.29,0.34,0.99,2.35,2.03
32,0.03,0.01,0.05,0.02,0.01,,0.05,0.24,0.01,0.02,0.02,0.04,0.20,0.20,0.16
33,0.06,0.01,0.08,0.02,0.02,0.14,0.10,0.16,0.01,0.13,0.07,0.05,0.15,0.13,0.24
34,0.11,0.01,0.20,0.04,0.02,1.12,0.10,1.62,0.01,0.24,0.13,0.18,1.12,2.18,2.75
35,2.46,0.50,1.93,3.30,3.53,12.25,2.99,10.57,0.65,2.00,2.16,2.45,6.99,11.62,8.80
36,1.33,0.20,1.48,1.18,1.61,3.88,2.50,5.00,0.50,1.30,1.35,1.31,3.65,6.88,5.71
37,0.02,0.01,0.02,0.02,0.01,0.03,0.02,0.12,0.01,0.02,0.02,0.02,0.03,0.12,0.12
38,0.08,0.01,0.10,0.03,0.01,0.02,0.05,0.06,0.01,0.15,0.08,0.07,0.02,0.10,0.19
39,0.11,0.02,0.11,0.11,0.08,0.35,0.09,0.49,0.04,0.09,0.11,0.13,0.32,0.61,0.61
40,0.11,0.01,0.08,0.03,0.02,0.22,0.05,0.22,0.01,0.10,0.12,0.09,0.29,0.25,0.24
41,0.05,0.01,0.05,0.02,0.01,0.05,0.04,0.12,0.01,0.05,0.06,0.03,0.05,0.13,0.13
42,0.19,0.02,0.30,0.15,0.33,0.40,0.39,1.47,0.05,0.30,0.35,0.22,0.40,1.02,1.54
43,0.04,0.01,0.03,0.02,0.01,,0.05,0.13,0.01,0.02,0.04,0.04,0.15,0.14,0.14
44,0.06,0.01,0.04,0.02,0.01,,0.02,0.10,0.01,0.14,0.07,0.04,0.05,0.12,0.13
45,0.11,0.01,0.09,0.02,0.01,,0.03,0.14,0.01,0.10,0.07,0.10,0.10,0.13,0.16
46,0.14,0.02,0.14,0.06,0.02,,0.10,0.26,0.02,0.15,0.14,0.14,0.50,0.26,0.28
47,0.27,0.02,0.29,0.22,0.11,4.65,1.00,3.40,0.02,0.23,0.29,0.27,4.65,2.95,1.89
48,0.02,0.01,0.03,0.02,0.01,0.09,0.05,0.09,0.01,0.02,0.02,0.04,0.08,0.10,0.11
49,0.23,0.02,0.26,0.20,0.26,1.00,0.20,1.45,0.02,0.36,0.33,0.23,1.00,1.37,1.19
50,0.07,0.01,0.10,0.02,0.02,0.25,0.10,0.21,0.01,0.10,0.07,0.07,0.25,0.20,0.20
51,0.12,0.01,0.09,0.02,0.01,0.38,0.04,0.23,0.01,0.04,0.10,0.09,0.25,0.33,0.30
52,0.21,0.02,0.24,0.18,0.11,,0.20,0.92,0.02,0.13,0.18,0.21,0.88,0.92,0.77
53,0.17,0.01,0.18,0.10,0.19,3.20,0.10,2.52,0.02,0.13,0.20,0.19,3.20,2.76,2.53
54,0.25,0.02,0.24,0.17,0.26,3.50,0.50,4.07,0.02,0.28,0.24,0.24,1.50,2.77,3.68
55,3.47,1.47,3.76,4.99,5.36,9.50,4.99,9.25,1.90,3.75,3.42,3.42,13.99,9.25,9.40
56,0.04,0.01,0.04,0.02,0.01,0.04,0.02,0.18,0.01,0.02,0.04,0.03,0.04,0.19,0.15
57,0.11,0.01,0.14,0.04,0.02,0.51,0.15,0.60,0.01,0.10,0.14,0.11,0.79,0.63,0.73
58,0.10,0.01,0.12,0.02,0.02,0.25,0.07,0.17,0.01,0.05,0.10,0.09,0.25,0.20,0.23
59,0.03,0.01,0.04,0.02,0.01,,0.04,0.15,0.01,0.02,0.03,0.04,0.10,0.16,0.17
60,0.06,0.01,0.07,0.02,0.09,0.15,0.05,0.26,0.01,0.13,0.08,0.08,0.15,0.21,0.35
61,0.04,0.01,0.06,0.04,0.01,,0.08,0.17,0.01,0.02,0.04,0.06,0.05,0.20,0.21
62,0.11,0.01,0.13,0.10,0.13,1.29,0.30,1.42,0.01,0.14,0.14,0.11,1.29,1.30,1.45
63,0.22,0.03,0.19,0.12,0.26,,0.30,1.13,0.09,0.23,0.20,0.24,1.10,1.08,1.03
64,0.02,0.01,0.05,0.02,0.01,,0.05,0.25,0.01,0.05,0.09,0.06,0.05,0.38,0.25
65,0.23,0.01,0.15,0.04,0.02,0.10,0.10,0.22,0.01,0.02,0.10,0.14,0.10,0.24,0.25
66,0.11,0.02,0.12,0.11,0.06,0.77,0.15,0.54,0.02,0.10,0.13,0.11,0.99,0.48,0.63
67,0.06,0.01,0.08,0.02,0.01,0.30,0.02,0.16,0.01,0.07,0.06,0.05,0.10,0.15,0.13
68,0.05,0.01,0.05,0.02,0.01,0.02,0.07,0.27,0.01,0.03,0.05,0.08,0.02,0.57,0.30
69,1.35,0.09,1.29,1.53,1.94,5.70,1.00,4.51,0.45,1.53,1.39,1.37,9.49,5.02,4.71
70,0.20,0.02,0.19,0.11,0.21,0.42,0.20,0.56,0.02,0.10,0.21,0.19,0.42,0.60,0.61
71,0.09,0.01,0.09,0.02,0.02,,0.05,0.24,0.01,0.02,0.09,0.08,0.15,0.17,0.18
72,0.09,0.01,0.09,0.03,0.02,0.20,0.09,0.22,0.01,0.10,0.08,0.10,0.10,0.25,0.21
73,0.04,0.01,0.07,0.02,0.01,,0.03,0.17,0.01,0.02,0.04,0.06,0.10,0.11,0.15
74,0.26,0.02,0.24,0.15,0.30,1.61,0.50,1.45,0.05,0.27,0.27,0.26,1.25,1.55,2.02
75,0.34,0.03,0.33,0.32,0.42,3.14,0.80,2.88,0.10,0.40,0.31,0.36,1.99,2.80,2.55
76,0.06,0.01,0.06,0.03,0.02,,0.05,0.12,0.01,0.02,0.07,0.10,0.20,0.12,0.19
77,0.08,0.01,0.10,0.03,0.02,0.15,0.05,0.14,0.01,0.02,0.08,0.08,0.15,0.20,0.20
78,0.57,0.09,0.42,0.40,0.55,3.00,2.00,10.01,0.09,0.35,0.49,0.55,3.00,9.20,6.07
79,0.10,0.01,0.12,0.05,0.12,0.82,0.10,0.60,0.01,0.15,0.14,0.09,0.19,0.56,0.62
80,0.14,0.02,0.15,0.11,0.03,,0.19,0.68,0.02,0.14,0.12,0.16,0.14,0.65,0.72
81,0.06,0.01,0.05,0.02,0.01,0.38,0.08,0.32,0.01,0.10,0.08,0.10,0.30,0.21,0.23
82,0.22,0.02,0.27,0.22,0.27,1.37,0.15,1.37,0.02,0.30,0.26,0.22,1.75,1.12,1.73
83,0.12,0.01,0.13,0.05,0.02,,0.08,0.18,0.01,0.09,0.13,0.12,0.25,0.20,0.19
84,0.18,0.01,0.32,0.14,0.32,1.33,0.05,1.89,0.01,0.15,0.23,0.18,1.25,1.89,1.64
85,0.14,0.02,0.16,0.14,0.10,1.20,0.20,0.85,0.05,0.15,0.15,0.16,1.20,0.73,0.71
86,0.26,0.02,0.27,0.21,0.27,5.06,0.75,2.68,0.02,0.35,0.21,0.26,5.59,3.88,3.13
87,0.55,0.04,0.43,0.57,0.60,1.50,0.75,2.61,0.07,0.52,0.51,0.58,1.00,2.57,3.66
88,0.06,0.01,0.08,0.02,0.01,0.17,0.09,0.14,0.01,0.07,0.06,0.08,0.05,0.13,0.17
89,0.03,0.01,0.07,0.02,0.02,0.05,0.04,0.19,0.01,0.02,0.04,0.07,0.05,0.22,0.22
90,0.78,0.10,0.76,0.74,1.00,,1.49,3.84,0.20,0.80,0.84,0.89,3.95,4.03,5.07
91,0.06,0.01,0.06,0.02,0.02,0.30,0.05,0.26,0.01,0.07,0.08,0.07,0.30,0.30,0.24
92,0.09,0.01,0.08,0.02,0.02,,0.07,0.15,0.01,0.06,0.12,0.06,0.05,0.13,0.14
93,0.08,0.01,0.11,0.04,0.02,0.24,0.08,0.19,0.01,0.02,0.05,0.10,0.24,0.11,0.20
94,0.05,0.01,0.06,0.04,0.02,,0.03,0.20,0.01,0.02,0.06,0.09,0.25,0.15,0.19
95,0.11,0.01,0.11,0.02,0.11,0.15,0.12,0.60,0.01,0.05,0.12,0.10,0.15,0.62,0.58
96,0.03,0.01,0.06,0.02,0.01,0.15,0.05,0.21,0.01,0.02,0.03,0.06,0.15,0.15,0.15
97,0.03,0.01,0.02,0.02,0.01,0.20,0.03,0.16,0.01,0.05,0.04,0.04,0.25,0.17,0.14
98,0.21,0.01,0.19,0.02,0.23,1.36,0.10,1.06,0.02,0.27,0.24,0.21,1.51,1.00,1.62
99,1.38,0.25,1.51,1.45,1.68,5.78,2.00,5.38,0.40,1.91,1.54,1.36,5.97,5.88,5.27
100,0.14,0.02,0.17,0.13,0.19,,0.25,0.88,0.02,0.10,0.14,0.13,0.60,0.73,0.78
101,0.25,0.02,0.24,0.11,0.27,2.48,0.45,2.95,0.02,0.05,0.22,0.25,5.22,2.61,2.55
102,0.02,0.01,0.06,0.02,0.01,,0.02,0.13,0.01,0.02,0.05,0.04,0.15,0.13,0.12
103,0.03,0.01,0.08,0.02,0.02,,0.03,0.11,0.01,0.02,0.05,0.08,0.30,0.13,0.16
104,0.28,0.02,0.32,0.32,0.32,2.62,0.75,2.54,0.02,0.20,0.31,0.29,2.96,1.93,2.14
105,0.02,0.01,0.03,0.02,0.01,,0.05,0.13,0.01,0.02,0.02,0.03,0.15,0.20,0.27
106,0.10,0.01,0.10,0.04,0.17,,0.30,0.89,0.01,0.13,0.12,0.12,1.00,0.88,1.31
107,0.08,0.01,0.08,0.02,0.02,,0.03,0.11,0.01,0.10,0.08,0.08,0.08,0.13,0.23
108,0.04,0.01,0.05,0.02,0.01,0.18,0.05,0.24,0.01,0.07,0.04,0.07,0.10,0.23,0.23
109,0.48,0.10,0.54,0.37,0.26,,2.98,6.23,0.15,0.70,0.50,0.46,5.99,6.82,5.88
110,0.23,0.02,0.23,0.13,0.26,,0.19,1.15,0.02,0.25,0.23,0.25,1.61,0.96,0.80
111,0.02,0.01,0.03,0.02,0.01,,0.02,0.11,0.01,0.02,0.02,0.03,0.20,0.12,0.12
112,0.25,0.02,0.25,0.22,0.17,1.50,0.19,1.51,0.05,0.25,0.20,0.28,1.50,1.36,1.30
113,0.02,0.01,0.02,0.02,0.01,,0.04,0.09,0.01,0.02,0.02,0.05,0.15,0.11,0.12
114,0.09,0.01,0.13,0.03,0.02,,0.05,0.23,0.01,0.09,0.09,0.08,0.29,0.23,0.20
115,0.04,0.01,0.05,0.02,0.01,,0.02,0.18,0.01,0.10,0.04,0.04,0.25,0.13,0.18
116,0.20,0.02,0.21,0.14,0.22,0.48,0.10,0.66,0.05,0.32,0.26,0.21,0.48,0.59,0.59
117,0.03,0.01,0.03,0.04,0.02,0.20,0.07,0.21,0.01,0.02,0.04,0.07,0.19,0.17,0.25
118,0.07,0.01,0.05,0.02,0.01,,0.03,0.28,0.01,0.05,0.05,0.06,0.43,0.34,0.20
119,0.02,0.01,0.03,0.02,0.01,,0.02,0.22,0.01,0.02,0.03,0.04,0.15,0.26,0.14
120,0.34,0.02,0.40,0.28,0.47,2.40,0.99,2.40,0.03,0.27,0.37,0.33,3.49,2.55,2.74
121,0.03,0.01,0.03,0.02,0.01,0.08,0.02,0.09,0.01,0.02,0.03,0.03,0.10,0.09,0.11
122,0.22,0.02,0.20,0.15,0.21,0.67,0.30,0.81,0.05,0.15,0.13,0.18,1.00,0.94,0.81
123,0.12,0.01,0.12,0.02,0.13,0.96,0.15,0.89,0.01,0.08,0.11,0.12,0.49,0.91,0.68
124,0.16,0.02,0.08,0.17,0.22,0.74,0.15,1.18,0.02,0.14,0.15,0.21,0.50,0.89,1.11
125,0.20,0.02,0.22,0.14,0.24,,0.10,0.74,0.05,0.19,0.23,0.19,1.00,0.72,0.78
126,0.02,0.01,0.02,0.04,0.02,0.25,0.02,0.41,0.01,0.02,0.02,0.04,0.25,0.22,0.30
127,0.16,0.02,0.25,0.15,0.27,1.49,0.25,1.01,0.02,0.12,0.16,0.14,1.49,0.95,0.87
128,0.11,0.01,0.10,0.04,0.10,0.31,0.10,0.37,0.01,0.02,0.11,0.11,0.20,0.58,0.59
129,0.04,0.01,0.10,0.03,0.02,0.42,0.09,0.26,0.01,0.02,0.06,0.09,0.50,0.31,0.25
130,0.36,0.04,0.24,0.22,0.50,6.14,2.25,5.46,0.05,0.23,0.24,0.29,7.27,7.00,6.08
131,0.02,0.01,0.06,0.02,0.01,,0.05,0.14,0.01,0.05,0.02,0.05,0.05,0.17,0.14
132,0.02,0.01,0.05,0.02,0.01,0.13,0.02,0.13,0.01,0.02,0.02,0.04,0.15,0.11,0.16
133,0.04,0.01,0.05,0.02,0.01,0.13,0.04,0.18,0.01,0.15,0.03,0.03,0.05,0.15,0.14
134,7.85,4.95,7.79,10.91,11.29,,10.00,25.86,5.00,7.12,7.46,7.67,24.99,26.41,24.41
135,0.29,0.02,0.27,0.22,0.43,1.07,0.50,2.04,0.05,0.35,0.27,0.31,1.00,1.06,1.98
136,0.04,0.01,0.07,0.02,0.02,0.12,0.05,0.20,0.01,0.02,0.04,0.08,0.12,0.20,0.21
137,0.04,0.01,0.06,0.02,0.01,,0.05,0.15,0.01,0.02,0.04,0.04,0.14,0.09,0.15
138,0.11,0.01,0.14,0.04,0.14,0.33,0.10,0.62,0.01,0.15,0.13,0.11,0.33,0.51,0.49
139,0.05,0.01,0.05,0.02,0.02,0.69,0.10,0.62,0.02,0.10,0.04,0.06,0.69,0.52,0.59
140,0.03,0.01,0.05,0.02,0.01,0.10,0.05,0.17,0.01,0.02,0.03,0.05,0.10,0.14,0.14
141,0.10,0.01,0.14,0.02,0.14,1.32,0.29,1.41,0.01,0.06,0.13,0.10,0.64,1.13,1.63
142,0.09,0.01,0.15,0.02,0.15,0.15,0.05,0.22,0.01,0.05,0.08,0.08,0.05,0.19,0.18
143,0.20,0.02,0.15,0.14,0.10,0.81,0.35,0.70,0.05,0.05,0.20,0.22,0.87,0.67,0.92
144,0.13,0.01,0.18,0.04,0.18,0.28,0.14,0.46,0.01,0.15,0.15,0.13,0.28,0.35,0.37
145,0.40,0.02,0.42,0.28,0.47,4.21,2.00,5.06,0.09,0.46,0.43,0.40,2.95,5.86,5.56
146,0.13,0.01,0.17,0.02,0.17,1.63,0.10,1.69,0.02,0.13,0.13,0.13,2.26,1.50,1.50
147,0.19,0.02,0.20,0.19,0.10,1.10,0.89,1.45,0.05,0.20,0.20,0.19,1.95,1.10,2.00
148,0.08,0.01,0.11,0.02,0.01,0.25,0.05,0.34,0.01,0.03,0.17,0.10,0.25,0.37,0.42
149,0.05,0.01,0.05,0.02,0.01,0.25,0.10,0.29,0.01,0.02,0.05,0.06,0.25,0.21,0.32
150,30.58,19.32,29.11,32.89,34.99,45.66,39.00,66.26,25.00,26.62,29.22,30.32,52.00,49.37,72.92
151,0.25,0.02,0.20,0.11,0.26,7.55,1.49,6.63,0.02,0.32,0.19,0.25,5.47,9.39,6.06
152,22.44,16.00,22.05,34.44,32.25,79.99,29.97,71.48,19.79,20.38,21.88,22.38,59.99,56.97,52.48
153,0.05,0.01,0.07,0.02,0.01,0.20,0.05,0.20,0.01,0.02,0.06,0.05,0.10,0.18,0.17
154,0.05,0.01,0.06,0.02,0.01,,0.02,0.12,0.01,0.20,0.06,0.04,0.15,0.12,0.12
155,0.20,0.02,0.24,0.22,0.28,1.48,0.60,1.25,0.05,0.23,0.26,0.27,1.50,1.43,1.40
156,0.08,0.01,0.09,0.02,0.02,,0.02,0.16,0.01,0.02,0.12,0.07,0.10,0.18,0.18
157,0.03,0.01,0.04,0.02,0.01,0.29,0.03,0.17,0.01,0.02,0.03,0.03,0.08,0.18,0.15
158,0.07,0.01,0.07,0.02,0.08,0.49,0.05,0.42,0.01,0.03,0.05,0.07,0.49,0.33,0.35
159,0.59,0.02,0.53,0.55,0.75,2.55,1.60,3.46,0.02,0.66,0.62,0.62,3.50,3.45,4.21
160,0.21,0.02,0.25,0.12,0.25,1.85,0.50,1.01,0.05,0.25,0.24,0.22,1.95,1.16,1.43
161,0.22,0.02,0.23,0.22,0.28,1.53,1.00,1.74,0.02,0.18,0.30,0.26,1.24,1.69,1.96
162,0.11,0.01,0.14,0.04,0.02,0.10,0.05,0.50,0.01,0.10,0.10,0.12,0.10,0.67,0.36
163,0.08,0.01,0.12,0.02,0.02,0.26,0.08,0.22,0.01,0.10,0.08,0.10,0.29,0.26,0.22
164,0.09,0.01,0.14,0.04,0.14,0.25,0.10,0.46,0.01,0.10,0.14,0.09,0.25,0.44,0.47
165,0.66,0.19,0.55,1.09,1.16,3.70,1.90,4.64,0.21,0.45,0.51,0.70,3.89,5.15,5.30
166,0.04,0.01,0.04,0.02,0.02,,0.05,0.14,0.01,0.10,0.04,0.03,0.19,0.12,0.14
167,0.06,0.01,0.11,0.02,0.01,0.18,0.02,0.19,0.01,0.02,0.07,0.07,0.18,0.18,0.14
168,0.19,0.02,0.22,0.13,0.26,0.58,0.15,1.10,0.02,0.20,0.28,0.23,0.99,1.04,1.07
169,15.10,8.00,13.40,18.23,19.04,22.17,12.00,29.23,9.95,15.41,15.16,15.18,19.00,25.37,25.90
170,0.11,0.01,0.13,0.02,0.02,,0.10,0.31,0.01,0.25,0.14,0.10,0.23,0.30,0.36
171,0.15,0.02,0.15,0.09,0.17,1.45,0.10,0.87,0.02,0.19,0.15,0.15,1.91,0.95,0.72
172,0.15,0.01,0.13,0.04,0.13,1.16,0.10,1.57,0.02,0.22,0.14,0.15,1.99,1.02,1.89
173,0.04,0.01,0.07,0.02,0.01,0.20,0.05,0.41,0.01,0.15,0.06,0.07,0.20,0.56,0.34
174,0.31,0.04,0.25,0.28,0.33,0.65,0.48,1.87,0.05,0.25,0.29,0.32,0.65,1.66,1.46
175,2.03,0.65,2.02,3.18,3.20,,5.99,13.13,1.00,2.31,2.12,1.99,15.00,14.18,12.98
176,0.83,0.10,0.94,0.94,0.99,6.94,2.75,6.78,0.20,0.62,0.91,0.84,6.00,6.88,6.52
177,0.05,0.01,0.02,0.02,0.02,0.17,0.05,0.16,0.01,0.05,0.05,0.08,0.15,0.18,0.18
178,0.04,0.01,0.05,0.02,0.01,0.41,0.05,0.24,0.01,0.06,0.04,0.04,0.67,0.27,0.22
179,0.03,0.01,0.04,0.02,0.01,,0.05,0.18,0.01,0.06,0.03,0.04,0.25,0.13,0.15
180,0.10,0.01,0.14,0.02,0.14,1.30,0.02,0.84,0.01,0.07,0.08,0.08,1.30,0.82,0.61
181,0.13,0.01,0.16,0.10,0.02,1.13,0.15,1.11,0.01,0.25,0.12,0.17,1.13,1.41,1.05
182,0.04,0.01,0.05,0.02,0.02,0.17,0.04,0.25,0.01,0.04,0.04,0.06,0.09,0.18,0.26
183,0.23,0.02,0.22,0.15,0.28,0.49,0.38,0.64,0.03,0.28,0.26,0.25,0.29,0.67,0.59
184,0.04,0.01,0.08,0.02,0.02,0.25,0.05,0.13,0.01,0.02,0.05,0.06,0.25,0.18,0.19
185,0.02,0.01,0.04,0.02,0.01,,0.05,0.19,0.01,0.02,0.05,0.03,0.29,0.21,0.13
186,0.11,0.02,0.10,0.04,0.02,2.54,0.19,1.48,0.02,0.10,0.10,0.11,3.49,1.93,0.90
187,0.12,0.01,0.19,0.09,0.19,1.20,0.25,1.39,0.01,0.12,0.13,0.13,1.20,1.38,1.26
188,2.71,1.35,2.42,3.19,4.08,11.47,4.99,12.27,1.90,2.63,2.48,2.73,12.94,13.64,11.95
189,0.20,0.03,0.21,0.15,0.26,0.74,0.30,0.80,0.03,0.15,0.20,0.20,0.99,0.64,0.98
190,1.65,0.45,1.59,1.86,2.34,,3.99,6.41,0.49,1.95,1.45,1.80,9.50,7.67,15.18
191,0.08,0.01,0.11,0.02,0.11,0.30,0.10,0.43,0.01,0.07,0.11,0.09,0.35,0.42,0.48
192,0.08,0.01,0.05,0.02,0.02,0.16,0.08,0.15,0.01,0.10,0.10,0.07,0.15,0.16,0.21
193,0.07,0.01,0.06,0.06,0.02,,0.05,0.29,0.01,0.11,0.10,0.07,0.10,0.35,0.30
194,0.20,0.02,0.24,0.18,0.26,,0.35,1.04,0.05,0.50,0.17,0.23,2.00,1.03,0.90
195,0.87,0.10,0.82,0.81,0.55,11.99,1.20,5.82,0.10,0.49,0.69,0.86,11.99,5.75,7.66
196,0.15,0.02,0.15,0.11,0.09,,0.15,0.38,0.05,0.09,0.16,0.15,0.33,0.42,0.55
197,0.08,0.01,0.09,0.02,0.01,,0.08,0.21,0.01,0.02,0.08,0.08,0.05,0.23,0.33
198,0.32,0.02,0.24,0.20,0.30,1.00,0.30,0.69,0.08,0.30,0.31,0.34,1.00,0.80,0.97
199,2.43,1.25,2.46,3.03,3.24,11.08,6.00,12.53,1.50,2.25,2.27,2.42,15.99,11.08,14.55
200,0.18,0.02,0.22,0.18,0.23,1.99,0.30,1.14,0.02,0.22,0.17,0.18,1.99,1.30,0.98
201,0.29,0.02,0.34,0.45,0.47,1.75,0.09,1.86,0.02,0.23,0.31,0.30,1.99,1.97,2.09
202,0.02,0.01,0.04,0.02,0.01,0.03,0.04,0.21,0.01,0.02,0.02,0.04,0.03,0.17,0.17
203,0.39,0.02,0.45,0.50,0.45,3.40,1.00,3.04,0.02,0.49,0.48,0.40,0.10,3.34,2.69
204,5.76,3.00,5.89,7.80,7.18,20.38,14.99,25.05,3.00,3.50,5.61,5.75,20.00,23.79,25.17
205,2.95,0.97,2.99,5.18,5.43,6.28,3.00,6.76,0.99,3.03,2.60,2.89,6.99,6.48,5.89
206,1.74,0.69,1.84,2.04,2.43,9.82,4.18,6.98,0.89,2.06,1.87,1.70,5.00,7.27,8.29
207,0.06,0.01,0.09,0.05,0.02,0.25,0.05,0.34,0.01,0.05,0.06,0.08,0.25,0.26,0.20
208,0.15,0.01,0.08,0.04,0.02,1.00,0.09,0.31,0.01,0.12,0.08,0.07,0.25,0.28,0.23
209,0.07,0.01,0.13,0.04,0.01,0.29,0.06,0.26,0.01,0.07,0.07,0.10,0.15,0.49,0.32
210,0.03,0.01,0.03,0.02,0.01,0.25,0.05,0.21,0.01,0.02,0.04,0.07,0.25,0.18,0.20
211,0.14,0.01,0.13,0.04,0.16,1.40,0.10,1.35,0.01,0.21,0.12,0.14,1.85,1.90,1.62
212,0.29,0.02,0.30,0.28,0.38,,0.40,1.10,0.05,0.35,0.26,0.27,2.00,1.49,1.21
213,0.11,0.01,0.11,0.03,0.02,0.25,0.05,0.29,0.01,0.11,0.17,0.12,0.25,0.35,0.33
214,0.11,0.01,0.15,0.02,0.01,,0.05,0.28,0.01,0.02,0.11,0.09,0.21,0.19,0.22
215,0.20,0.02,0.29,0.22,0.29,3.12,2.38,3.13,0.02,0.33,0.25,0.25,3.12,3.77,4.08
216,0.08,0.01,0.06,0.02,0.10,0.19,0.10,0.25,0.01,0.02,0.08,0.11,0.15,0.28,0.32
217,0.04,0.01,0.04,0.02,0.02,0.16,0.09,0.23,0.01,0.10,0.04,0.07,0.16,0.20,0.17
218,0.06,0.01,0.08,0.02,0.01,0.22,0.08,0.16,0.01,0.18,0.09,0.08,0.25,0.21,0.20
219,0.42,0.02,0.44,0.43,0.56,0.55,0.50,1.70,0.03,0.35,0.48,0.45,0.10,1.60,2.17
220,0.03,0.01,0.03,0.02,0.01,,0.05,0.14,0.01,0.02,0.03,0.04,0.15,0.13,0.11
221,0.08,0.01,0.09,0.06,0.02,0.48,0.10,0.31,0.01,0.08,0.07,0.09,0.48,0.40,0.32
222,3.07,0.99,2.44,2.73,3.23,9.79,7.00,11.67,1.50,1.97,2.76,2.79,8.50,12.00,20.09
223,0.11,0.01,0.11,0.02,0.01,0.25,0.02,0.29,0.01,0.03,0.06,0.09,0.25,0.26,0.24
224,0.21,0.02,0.22,0.18,0.23,3.70,0.75,3.63,0.02,0.25,0.19,0.19,3.70,2.79,3.70
225,0.08,0.01,0.09,0.03,0.02,,0.05,0.16,0.01,0.02,0.08,0.08,0.13,0.15,0.16
